GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss_h1,CumPaidLoss_h1,BulkLoss_h1,EarnedPremDIR_h1,EarnedPremCeded_h1,EarnedPremNet_h1,Single,PostedReserve97_h1
620,Employers Mut Co Of Des Moines,1992,2001,10,42529,41040,0,81482,9683,71799,0,168628
620,Employers Mut Co Of Des Moines,1993,1993,1,55602,8166,21471,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1994,2,55436,15780,10584,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1995,3,52489,23977,5864,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1996,4,45994,33239,1511,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1997,5,45697,37738,743,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1998,6,46998,40020,0,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,1999,7,48263,42738,0,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,2000,8,47338,45194,0,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,2001,9,51259,47144,0,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1993,2002,10,51787,48585,0,79091,6386,72705,0,168628
620,Employers Mut Co Of Des Moines,1994,1994,1,53668,5668,23060,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,1995,2,48582,12522,9914,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,1996,3,49785,21657,3027,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,1997,4,47422,29942,1487,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,1998,5,47262,36473,764,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,1999,6,46255,41091,0,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,2000,7,49130,43295,0,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,2001,8,54071,44445,0,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,2002,9,53014,49053,0,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1994,2003,10,52795,50257,0,89436,4068,85368,0,168628
620,Employers Mut Co Of Des Moines,1995,1995,1,58241,5324,23096,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,1996,2,49145,14432,6876,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,1997,3,45956,23602,2973,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,1998,4,43078,30734,1528,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,1999,5,42418,33598,865,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,2000,6,46482,37975,0,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,2001,7,47352,40546,0,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,2002,8,48133,42733,0,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,2003,9,48657,44901,0,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1995,2004,10,48699,46701,0,87602,4291,83311,0,168628
620,Employers Mut Co Of Des Moines,1996,1996,1,61248,6582,25811,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,1997,2,53021,14592,6692,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,1998,3,56145,22053,3059,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,1999,4,49683,33349,1729,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2000,5,50078,39605,1076,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2001,6,51261,44331,0,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2002,7,51697,47895,0,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2003,8,53334,49623,0,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2004,9,53934,51088,0,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1996,2005,10,55187,52176,1402,90465,4757,85708,0,168628
620,Employers Mut Co Of Des Moines,1997,1997,1,62675,7384,25331,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,1998,2,52573,14852,7177,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,1999,3,54922,28777,3722,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2000,4,61444,39948,2900,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2001,5,61003,48665,1622,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2002,6,63247,55388,54,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2003,7,65631,60301,30,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2004,8,66124,62208,31,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2005,9,68064,64162,1713,90862,4220,86642,0,168628
620,Employers Mut Co Of Des Moines,1997,2006,10,70230,66005,1637,90862,4220,86642,0,168628
669,Scpie Indemnity Co,1988,1988,1,1151,0,1151,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1989,2,1057,0,1053,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1990,3,1242,25,922,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1991,4,1039,233,806,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1992,5,779,233,546,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1993,6,611,234,378,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1994,7,521,234,288,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1995,8,490,233,257,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1996,9,491,234,257,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1988,1997,10,446,234,212,1200,-58,1258,0,3937
669,Scpie Indemnity Co,1989,1989,1,1131,0,1132,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1990,2,1046,0,1029,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1991,3,926,5,901,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1992,4,630,8,622,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1993,5,685,260,425,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1994,6,578,260,318,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1995,7,541,260,281,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1996,8,532,260,272,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1997,9,484,260,224,1184,179,1005,0,3937
669,Scpie Indemnity Co,1989,1998,10,395,260,135,1184,179,1005,0,3937
669,Scpie Indemnity Co,1990,1990,1,1080,2,1071,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1991,2,1183,13,973,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1992,3,731,27,693,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1993,4,560,49,474,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1994,5,432,59,352,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1995,6,373,72,301,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1996,7,356,72,284,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1997,8,303,72,231,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1998,9,210,72,138,1121,118,1003,0,3937
669,Scpie Indemnity Co,1990,1999,10,201,72,129,1121,118,1003,0,3937
669,Scpie Indemnity Co,1991,1991,1,1044,0,1044,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1992,2,808,0,808,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1993,3,561,0,561,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1994,4,404,0,404,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1995,5,342,0,342,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1996,6,307,0,307,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1997,7,248,0,248,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1998,8,146,0,146,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,1999,9,137,0,137,1092,46,1046,0,3937
669,Scpie Indemnity Co,1991,2000,10,51,0,51,1092,46,1046,0,3937
669,Scpie Indemnity Co,1992,1992,1,1478,0,954,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1993,2,2976,0,689,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1994,3,4827,3466,479,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1995,4,4246,3849,397,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1996,5,4194,3849,345,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1997,6,4120,3849,271,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1998,7,4006,3849,157,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,1999,8,3995,3849,146,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,2000,9,3902,3849,53,1070,57,1013,0,3937
669,Scpie Indemnity Co,1992,2001,10,3891,3849,42,1070,57,1013,0,3937
669,Scpie Indemnity Co,1993,1993,1,835,0,822,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1994,2,947,350,596,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1995,3,811,350,461,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1996,4,738,350,388,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1997,5,649,350,299,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1998,6,520,350,170,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,1999,7,505,350,155,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,2000,8,407,350,57,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,2001,9,395,350,45,1032,52,980,0,3937
669,Scpie Indemnity Co,1993,2002,10,369,350,19,1032,52,980,0,3937
669,Scpie Indemnity Co,1994,1994,1,778,0,778,969,49,920,0,3937
669,Scpie Indemnity Co,1994,1995,2,567,0,560,969,49,920,0,3937
669,Scpie Indemnity Co,1994,1996,3,445,0,438,969,49,920,0,3937
669,Scpie Indemnity Co,1994,1997,4,452,125,327,969,49,920,0,3937
669,Scpie Indemnity Co,1994,1998,5,309,125,184,969,49,920,0,3937
669,Scpie Indemnity Co,1994,1999,6,291,125,166,969,49,920,0,3937
669,Scpie Indemnity Co,1994,2000,7,188,125,63,969,49,920,0,3937
669,Scpie Indemnity Co,1994,2001,8,172,125,47,969,49,920,0,3937
669,Scpie Indemnity Co,1994,2002,9,145,125,20,969,49,920,0,3937
669,Scpie Indemnity Co,1994,2003,10,142,125,17,969,49,920,0,3937
669,Scpie Indemnity Co,1995,1995,1,718,0,718,894,48,846,0,3937
669,Scpie Indemnity Co,1995,1996,2,530,0,511,894,48,846,0,3937
669,Scpie Indemnity Co,1995,1997,3,394,0,369,894,48,846,0,3937
669,Scpie Indemnity Co,1995,1998,4,218,0,203,894,48,846,0,3937
669,Scpie Indemnity Co,1995,1999,5,177,0,177,894,48,846,0,3937
669,Scpie Indemnity Co,1995,2000,6,73,0,73,894,48,846,0,3937
669,Scpie Indemnity Co,1995,2001,7,52,0,52,894,48,846,0,3937
669,Scpie Indemnity Co,1995,2002,8,21,0,21,894,48,846,0,3937
669,Scpie Indemnity Co,1995,2003,9,18,0,18,894,48,846,0,3937
669,Scpie Indemnity Co,1995,2004,10,18,0,18,894,48,846,0,3937
669,Scpie Indemnity Co,1996,1996,1,654,0,654,828,41,787,0,3937
669,Scpie Indemnity Co,1996,1997,2,445,0,439,828,41,787,0,3937
669,Scpie Indemnity Co,1996,1998,3,238,0,235,828,41,787,0,3937
669,Scpie Indemnity Co,1996,1999,4,198,0,198,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2000,5,89,0,89,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2001,6,60,0,60,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2002,7,25,0,25,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2003,8,18,0,18,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2004,9,19,0,19,828,41,787,0,3937
669,Scpie Indemnity Co,1996,2005,10,0,0,0,828,41,787,0,3937
669,Scpie Indemnity Co,1997,1997,1,594,0,589,768,36,732,0,3937
669,Scpie Indemnity Co,1997,1998,2,290,0,285,768,36,732,0,3937
669,Scpie Indemnity Co,1997,1999,3,463,0,463,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2000,4,116,0,116,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2001,5,74,0,74,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2002,6,30,0,30,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2003,7,50,28,22,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2004,8,22,0,22,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2005,9,0,0,0,768,36,732,0,3937
669,Scpie Indemnity Co,1997,2006,10,12,0,12,768,36,732,0,3937
671,Farm Bureau Of MI Grp,1988,1988,1,282,48,200,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1989,2,152,78,41,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1990,3,209,168,1,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1991,4,212,199,1,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1992,5,400,786,-6,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1993,6,400,395,1,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1994,7,409,405,2,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1995,8,411,411,0,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1996,9,435,435,0,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1988,1997,10,436,436,0,2142,795,1347,0,1406
671,Farm Bureau Of MI Grp,1989,1989,1,288,66,156,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1990,2,230,114,35,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1991,3,264,187,11,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1992,4,254,231,2,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1993,5,270,254,1,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1994,6,263,259,0,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1995,7,259,259,0,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1996,8,298,298,0,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1997,9,298,298,0,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1989,1998,10,298,298,0,2376,911,1465,0,1406
671,Farm Bureau Of MI Grp,1990,1990,1,291,32,168,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1991,2,373,125,90,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1992,3,394,593,10,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1993,4,401,379,2,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1994,5,504,456,7,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1995,6,496,487,2,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1996,7,505,505,0,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1997,8,505,505,0,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1998,9,505,505,0,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1990,1999,10,506,506,0,2515,993,1522,0,1406
671,Farm Bureau Of MI Grp,1991,1991,1,672,105,249,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1992,2,799,290,129,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1993,3,922,670,97,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1994,4,893,816,36,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1995,5,834,818,3,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1996,6,847,837,1,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1997,7,850,840,1,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1998,8,844,844,0,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,1999,9,844,844,0,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1991,2000,10,844,844,0,2597,1048,1549,0,1406
671,Farm Bureau Of MI Grp,1992,1992,1,439,60,340,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1993,2,400,95,255,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1994,3,422,134,232,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1995,4,179,177,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1996,5,192,192,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1997,6,192,192,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1998,7,193,193,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,1999,8,193,193,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,2000,9,193,193,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1992,2001,10,193,193,0,2425,850,1575,0,1406
671,Farm Bureau Of MI Grp,1993,1993,1,583,37,363,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1994,2,690,101,317,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1995,3,472,286,91,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1996,4,391,310,48,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1997,5,310,309,1,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1998,6,310,310,0,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,1999,7,410,410,0,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,2000,8,410,410,0,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,2001,9,410,410,0,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1993,2002,10,409,410,0,2410,895,1515,0,1406
671,Farm Bureau Of MI Grp,1994,1994,1,771,179,170,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,1995,2,1006,633,105,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,1996,3,1097,821,56,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,1997,4,1146,1134,12,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,1998,5,1139,1135,4,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,1999,6,1139,1136,3,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,2000,7,1162,1183,2,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,2001,8,1160,1160,0,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,2002,9,1161,1160,0,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1994,2003,10,1160,1160,0,2512,948,1564,0,1406
671,Farm Bureau Of MI Grp,1995,1995,1,665,69,477,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,1996,2,479,159,222,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,1997,3,523,396,106,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,1998,4,442,402,25,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,1999,5,436,411,20,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,2000,6,430,414,13,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,2001,7,450,422,8,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,2002,8,424,424,0,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,2003,9,424,424,0,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1995,2004,10,424,424,0,2508,920,1588,0,1406
671,Farm Bureau Of MI Grp,1996,1996,1,551,48,355,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,1997,2,724,210,274,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,1998,3,664,398,171,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,1999,4,833,708,78,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2000,5,833,736,34,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2001,6,832,800,26,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2002,7,831,826,6,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2003,8,826,825,0,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2004,9,830,830,0,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1996,2005,10,830,830,0,2719,985,1734,0,1406
671,Farm Bureau Of MI Grp,1997,1997,1,758,97,401,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,1998,2,990,243,231,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,1999,3,977,674,175,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2000,4,999,938,44,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2001,5,1018,962,56,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2002,6,984,971,13,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2003,7,971,971,0,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2004,8,971,971,0,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2005,9,971,971,0,2784,1017,1767,0,1406
671,Farm Bureau Of MI Grp,1997,2006,10,971,971,0,2784,1017,1767,0,1406
683,Promutual Grp,1988,1988,1,2950,40,2330,507,0,507,0,10854
683,Promutual Grp,1988,1989,2,2147,278,908,507,0,507,0,10854
683,Promutual Grp,1988,1990,3,2195,494,948,507,0,507,0,10854
683,Promutual Grp,1988,1991,4,2469,1044,1197,507,0,507,0,10854
683,Promutual Grp,1988,1992,5,2047,1115,827,507,0,507,0,10854
683,Promutual Grp,1988,1993,6,2243,1496,687,507,0,507,0,10854
683,Promutual Grp,1988,1994,7,2013,1615,362,507,0,507,0,10854
683,Promutual Grp,1988,1995,8,1787,1639,112,507,0,507,0,10854
683,Promutual Grp,1988,1996,9,1730,1660,70,507,0,507,0,10854
683,Promutual Grp,1988,1997,10,1685,1660,25,507,0,507,0,10854
683,Promutual Grp,1989,1989,1,1859,20,1135,2136,0,2136,0,10854
683,Promutual Grp,1989,1990,2,2235,254,980,2136,0,2136,0,10854
683,Promutual Grp,1989,1991,3,2519,559,1261,2136,0,2136,0,10854
683,Promutual Grp,1989,1992,4,2253,985,819,2136,0,2136,0,10854
683,Promutual Grp,1989,1993,5,1647,866,401,2136,0,2136,0,10854
683,Promutual Grp,1989,1994,6,1383,986,247,2136,0,2136,0,10854
683,Promutual Grp,1989,1995,7,1261,1030,122,2136,0,2136,0,10854
683,Promutual Grp,1989,1996,8,1181,1052,56,2136,0,2136,0,10854
683,Promutual Grp,1989,1997,9,1159,1070,16,2136,0,2136,0,10854
683,Promutual Grp,1989,1998,10,1114,1080,9,2136,0,2136,0,10854
683,Promutual Grp,1990,1990,1,2194,31,1629,2847,0,2847,0,10854
683,Promutual Grp,1990,1991,2,1871,151,1100,2847,0,2847,0,10854
683,Promutual Grp,1990,1992,3,1645,294,764,2847,0,2847,0,10854
683,Promutual Grp,1990,1993,4,1450,456,-87,2847,0,2847,0,10854
683,Promutual Grp,1990,1994,5,2333,916,584,2847,0,2847,0,10854
683,Promutual Grp,1990,1995,6,2039,1222,374,2847,0,2847,0,10854
683,Promutual Grp,1990,1996,7,1936,1456,132,2847,0,2847,0,10854
683,Promutual Grp,1990,1997,8,1785,1499,5,2847,0,2847,0,10854
683,Promutual Grp,1990,1998,9,1796,1566,-20,2847,0,2847,0,10854
683,Promutual Grp,1990,1999,10,1735,1589,-104,2847,0,2847,0,10854
683,Promutual Grp,1991,1991,1,2200,40,1331,2513,0,2513,0,10854
683,Promutual Grp,1991,1992,2,2225,238,820,2513,0,2513,0,10854
683,Promutual Grp,1991,1993,3,2467,566,1210,2513,0,2513,0,10854
683,Promutual Grp,1991,1994,4,2950,1216,1358,2513,0,2513,0,10854
683,Promutual Grp,1991,1995,5,2394,1353,628,2513,0,2513,0,10854
683,Promutual Grp,1991,1996,6,2277,1431,267,2513,0,2513,0,10854
683,Promutual Grp,1991,1997,7,2093,1554,8,2513,0,2513,0,10854
683,Promutual Grp,1991,1998,8,1944,1658,36,2513,0,2513,0,10854
683,Promutual Grp,1991,1999,9,1691,1658,33,2513,0,2513,0,10854
683,Promutual Grp,1991,2000,10,1666,1658,8,2513,0,2513,0,10854
683,Promutual Grp,1992,1992,1,2856,32,2323,1782,0,1782,0,10854
683,Promutual Grp,1992,1993,2,2356,279,1378,1782,0,1782,0,10854
683,Promutual Grp,1992,1994,3,2178,570,1089,1782,0,1782,0,10854
683,Promutual Grp,1992,1995,4,2185,852,687,1782,0,1782,0,10854
683,Promutual Grp,1992,1996,5,1882,1119,525,1782,0,1782,0,10854
683,Promutual Grp,1992,1997,6,1738,1333,326,1782,0,1782,0,10854
683,Promutual Grp,1992,1998,7,1574,1379,139,1782,0,1782,0,10854
683,Promutual Grp,1992,1999,8,1450,1390,48,1782,0,1782,0,10854
683,Promutual Grp,1992,2000,9,1413,1390,13,1782,0,1782,0,10854
683,Promutual Grp,1992,2001,10,1368,1368,0,1782,0,1782,0,10854
683,Promutual Grp,1993,1993,1,3038,30,1755,2456,0,2456,0,10854
683,Promutual Grp,1993,1994,2,2991,255,1575,2456,0,2456,0,10854
683,Promutual Grp,1993,1995,3,2916,830,1171,2456,0,2456,0,10854
683,Promutual Grp,1993,1996,4,3056,1593,848,2456,0,2456,0,10854
683,Promutual Grp,1993,1997,5,2842,1780,501,2456,0,2456,0,10854
683,Promutual Grp,1993,1998,6,2657,1997,231,2456,0,2456,0,10854
683,Promutual Grp,1993,1999,7,2419,2144,94,2456,0,2456,0,10854
683,Promutual Grp,1993,2000,8,2289,2204,55,2456,0,2456,0,10854
683,Promutual Grp,1993,2001,9,2766,2562,4,2456,0,2456,0,10854
683,Promutual Grp,1993,2002,10,2784,2573,11,2456,0,2456,0,10854
683,Promutual Grp,1994,1994,1,3710,349,2767,2526,0,2526,0,10854
683,Promutual Grp,1994,1995,2,3929,664,2340,2526,0,2526,0,10854
